Date,Age Group,Sex,Sinovac 1st dose,Sinovac 2nd dose,Sinovac 3rd dose,Sinovac 4th dose,BioNTech 1st dose,BioNTech 2nd dose,BioNTech 3rd dose,BioNTech 4th dose
22-02-21,30-39,M,1,0,0,0,0,0,0,0
22-02-21,40-49,F,1,0,0,0,0,0,0,0
22-02-21,40-49,M,11,0,0,0,0,0,0,0
22-02-21,50-59,F,2,0,0,0,0,0,0,0
22-02-21,50-59,M,10,0,0,0,0,0,0,0
22-02-21,60-69,F,6,0,0,0,0,0,0,0
22-02-21,60-69,M,7,0,0,0,0,0,0,0
22-02-21,70-79,F,1,0,0,0,0,0,0,0
22-02-21,70-79,M,8,0,0,0,0,0,0,0
23-02-21,0-19,M,1,0,0,0,0,0,0,0
23-02-21,20-29,F,6,0,0,0,0,0,0,0
23-02-21,20-29,M,8,0,0,0,0,0,0,0
23-02-21,30-39,F,13,0,0,0,0,0,0,0
23-02-21,30-39,M,39,0,0,0,0,0,0,0
23-02-21,40-49,F,35,0,0,0,0,0,0,0
23-02-21,40-49,M,75,0,0,0,0,0,0,0
23-02-21,50-59,F,26,0,0,0,0,0,0,0
23-02-21,50-59,M,93,0,0,0,0,0,0,0
23-02-21,60-69,F,56,0,0,0,0,0,0,0
23-02-21,60-69,M,118,0,0,0,0,0,0,0
23-02-21,70-79,F,22,0,0,0,0,0,0,0
23-02-21,70-79,M,27,0,0,0,0,0,0,0
23-02-21,80 and above,F,7,0,0,0,0,0,0,0
23-02-21,80 and above,M,6,0,0,0,0,0,0,0
26-02-21,0-19,F,13,0,0,0,0,0,0,0
26-02-21,0-19,M,9,0,0,0,0,0,0,0
26-02-21,20-29,F,44,0,0,0,0,0,0,0
26-02-21,20-29,M,47,0,0,0,0,0,0,0
26-02-21,30-39,F,101,0,0,0,0,0,0,0
26-02-21,30-39,M,149,0,0,0,0,0,0,0
26-02-21,40-49,F,311,0,0,0,0,0,0,0
26-02-21,40-49,M,415,0,0,0,0,0,0,0
26-02-21,50-59,F,312,0,0,0,0,0,0,0
26-02-21,50-59,M,551,0,0,0,0,0,0,0
26-02-21,60-69,F,920,0,0,0,0,0,0,0
26-02-21,60-69,M,1963,0,0,0,0,0,0,0
26-02-21,70-79,F,375,0,0,0,0,0,0,0
26-02-21,70-79,M,535,0,0,0,0,0,0,0
26-02-21,80 and above,F,162,0,0,0,0,0,0,0
26-02-21,80 and above,M,139,0,0,0,0,0,0,0
27-02-21,0-19,F,18,0,0,0,0,0,0,0
27-02-21,0-19,M,17,0,0,0,0,0,0,0
27-02-21,20-29,F,65,0,0,0,0,0,0,0
27-02-21,20-29,M,138,0,0,0,0,0,0,0
27-02-21,30-39,F,168,0,0,0,0,0,0,0
27-02-21,30-39,M,307,0,0,0,0,0,0,0
27-02-21,40-49,F,460,1,0,0,0,0,0,0
27-02-21,40-49,M,862,0,0,0,0,0,0,0
27-02-21,50-59,F,403,0,0,0,0,0,0,0
27-02-21,50-59,M,951,0,0,0,0,0,0,0
27-02-21,60-69,F,762,0,0,0,0,0,0,0
27-02-21,60-69,M,1481,0,0,0,0,0,0,0
27-02-21,70-79,F,469,0,0,0,0,0,0,0
27-02-21,70-79,M,576,0,0,0,0,0,0,0
27-02-21,80 and above,F,209,0,0,0,0,0,0,0
27-02-21,80 and above,M,153,0,0,0,0,0,0,0
28-02-21,0-19,F,6,0,0,0,0,0,0,0
28-02-21,0-19,M,13,0,0,0,0,0,0,0
28-02-21,20-29,F,52,0,0,0,0,0,0,0
28-02-21,20-29,M,122,0,0,0,0,0,0,0
28-02-21,30-39,F,159,0,0,0,0,0,0,0
28-02-21,30-39,M,338,0,0,0,0,0,0,0
28-02-21,40-49,F,402,0,0,0,0,0,0,0
28-02-21,40-49,M,927,0,0,0,0,0,0,0
28-02-21,50-59,F,333,0,0,0,0,0,0,0
28-02-21,50-59,M,931,0,0,0,0,0,0,0
28-02-21,60-69,F,801,0,0,0,0,0,0,0
28-02-21,60-69,M,1620,0,0,0,0,0,0,0
28-02-21,70-79,F,455,0,0,0,0,0,0,0
28-02-21,70-79,M,550,0,0,0,0,0,0,0
28-02-21,80 and above,F,165,0,0,0,0,0,0,0
28-02-21,80 and above,M,141,0,0,0,0,0,0,0
01-03-21,0-19,F,6,0,0,0,0,0,0,0
01-03-21,0-19,M,4,0,0,0,0,0,0,0
01-03-21,20-29,F,32,0,0,0,0,0,0,0
01-03-21,20-29,M,42,0,0,0,0,0,0,0
01-03-21,30-39,F,94,0,0,0,0,0,0,0
01-03-21,30-39,M,171,0,0,0,0,0,0,0
01-03-21,40-49,F,319,0,0,0,0,0,0,0
01-03-21,40-49,M,555,0,0,0,0,0,0,0
01-03-21,50-59,F,302,0,0,0,0,0,0,0
01-03-21,50-59,M,649,0,0,0,0,0,0,0
01-03-21,60-69,F,969,0,0,0,0,0,0,0
01-03-21,60-69,M,2078,0,0,0,0,0,0,0
01-03-21,70-79,F,343,0,0,0,0,0,0,0
01-03-21,70-79,M,570,0,0,0,0,0,0,0
01-03-21,80 and above,F,137,0,0,0,0,0,0,0
01-03-21,80 and above,M,137,0,0,0,0,0,0,0
02-03-21,0-19,F,11,0,0,0,0,0,0,0
02-03-21,0-19,M,9,0,0,0,0,0,0,0
02-03-21,20-29,F,69,0,0,0,0,0,0,0
02-03-21,20-29,M,56,0,0,0,0,0,0,0
02-03-21,30-39,F,220,0,0,0,0,0,0,0
02-03-21,30-39,M,204,0,0,0,0,0,0,0
02-03-21,40-49,F,570,0,0,0,0,0,0,0
02-03-21,40-49,M,675,0,0,0,0,0,0,0
02-03-21,50-59,F,622,0,0,0,0,0,0,0
02-03-21,50-59,M,895,0,0,0,0,0,0,0
02-03-21,60-69,F,2548,0,0,0,0,0,0,0
02-03-21,60-69,M,3660,0,0,0,0,0,0,0
02-03-21,70-79,F,1096,0,0,0,0,0,0,0
02-03-21,70-79,M,1599,0,0,0,0,0,0,0
02-03-21,80 and above,F,402,0,0,0,0,0,0,0
02-03-21,80 and above,M,435,0,0,0,0,0,0,0
03-03-21,0-19,F,11,0,0,0,0,0,0,0
03-03-21,0-19,M,11,0,0,0,0,0,0,0
03-03-21,20-29,F,72,0,0,0,0,0,0,0
03-03-21,20-29,M,97,0,0,0,0,0,0,0
03-03-21,30-39,F,255,0,0,0,0,0,0,0
03-03-21,30-39,M,249,0,0,0,0,0,0,0
03-03-21,40-49,F,583,1,0,0,0,0,0,0
03-03-21,40-49,M,692,1,0,0,0,0,0,0
03-03-21,50-59,F,647,0,0,0,0,0,0,0
03-03-21,50-59,M,899,0,0,0,0,0,0,0
03-03-21,60-69,F,2109,0,0,0,0,0,0,0
03-03-21,60-69,M,2912,0,0,0,0,0,0,0
03-03-21,70-79,F,951,0,0,0,0,0,0,0
03-03-21,70-79,M,1430,0,0,0,0,0,0,0
03-03-21,80 and above,F,353,0,0,0,0,0,0,0
03-03-21,80 and above,M,395,0,0,0,0,0,0,0
04-03-21,0-19,F,12,0,0,0,0,0,0,0
04-03-21,0-19,M,10,0,0,0,0,0,0,0
04-03-21,20-29,F,66,0,0,0,0,0,0,0
04-03-21,20-29,M,91,0,0,0,0,0,0,0
04-03-21,30-39,F,254,0,0,0,0,0,0,0
04-03-21,30-39,M,251,0,0,0,0,0,0,0
04-03-21,40-49,F,604,0,0,0,0,0,0,0
04-03-21,40-49,M,627,0,0,0,0,0,0,0
04-03-21,50-59,F,607,0,0,0,0,0,0,0
04-03-21,50-59,M,847,0,0,0,0,0,0,0
04-03-21,60-69,F,1797,0,0,0,0,0,0,0
04-03-21,60-69,M,2586,0,0,0,0,0,0,0
04-03-21,70-79,F,843,0,0,0,0,0,0,0
04-03-21,70-79,M,1209,0,0,0,0,0,0,0
04-03-21,80 and above,F,263,0,0,0,0,0,0,0
04-03-21,80 and above,M,322,0,0,0,0,0,0,0
05-03-21,0-19,F,14,0,0,0,0,0,0,0
05-03-21,0-19,M,13,0,0,0,0,0,0,0
05-03-21,20-29,F,72,0,0,0,0,0,0,0
05-03-21,20-29,M,77,0,0,0,0,0,0,0
05-03-21,30-39,F,238,0,0,0,0,0,0,0
05-03-21,30-39,M,259,0,0,0,0,0,0,0
05-03-21,40-49,F,622,0,0,0,0,0,0,0
05-03-21,40-49,M,622,0,0,0,0,0,0,0
05-03-21,50-59,F,673,0,0,0,0,0,0,0
05-03-21,50-59,M,815,0,0,0,0,0,0,0
05-03-21,60-69,F,1776,0,0,0,0,0,0,0
05-03-21,60-69,M,2410,0,0,0,0,0,0,0
05-03-21,70-79,F,818,0,0,0,0,0,0,0
05-03-21,70-79,M,1175,0,0,0,0,0,0,0
05-03-21,80 and above,F,247,0,0,0,0,0,0,0
05-03-21,80 and above,M,307,0,0,0,0,0,0,0
06-03-21,0-19,F,13,0,0,0,0,0,0,0
06-03-21,0-19,M,17,0,0,0,0,0,0,0
06-03-21,20-29,F,90,0,0,0,5,0,0,0
06-03-21,20-29,M,131,0,0,0,10,0,0,0
06-03-21,30-39,F,296,0,0,0,15,0,0,0
06-03-21,30-39,M,299,0,0,0,23,0,0,0
06-03-21,40-49,F,792,0,0,0,52,0,0,0
06-03-21,40-49,M,920,1,0,0,44,0,0,0
06-03-21,50-59,F,651,0,0,0,73,0,0,0
06-03-21,50-59,M,960,0,0,0,86,0,0,0
06-03-21,60-69,F,1782,0,0,0,9,0,0,0
06-03-21,60-69,M,2559,0,0,0,16,0,0,0
06-03-21,70-79,F,949,0,0,0,1,0,0,0
06-03-21,70-79,M,1221,0,0,0,1,0,0,0
06-03-21,80 and above,F,308,0,0,0,1,0,0,0
06-03-21,80 and above,M,331,0,0,0,0,0,0,0
07-03-21,0-19,F,19,0,0,0,0,0,0,0
07-03-21,0-19,M,11,0,0,0,0,0,0,0
07-03-21,20-29,F,91,0,0,0,28,0,0,0
07-03-21,20-29,M,130,0,0,0,72,0,0,0
07-03-21,30-39,F,211,0,0,0,63,0,0,0
07-03-21,30-39,M,312,0,0,0,117,0,0,0
07-03-21,40-49,F,552,0,0,0,112,0,0,0
07-03-21,40-49,M,826,1,0,0,142,0,0,0
07-03-21,50-59,F,417,0,0,0,132,0,0,0
07-03-21,50-59,M,838,0,0,0,143,0,0,0
07-03-21,60-69,F,1090,0,0,0,26,0,0,0
07-03-21,60-69,M,1784,0,0,0,33,0,0,0
07-03-21,70-79,F,600,0,0,0,0,0,0,0
07-03-21,70-79,M,863,0,0,0,3,0,0,0
07-03-21,80 and above,F,173,0,0,0,0,0,0,0
07-03-21,80 and above,M,203,0,0,0,0,0,0,0
08-03-21,0-19,F,8,0,0,0,0,0,0,0
08-03-21,0-19,M,13,0,0,0,0,0,0,0
08-03-21,20-29,F,64,0,0,0,34,0,0,0
08-03-21,20-29,M,108,0,0,0,90,0,0,0
08-03-21,30-39,F,224,0,0,0,65,0,0,0
08-03-21,30-39,M,296,0,0,0,172,0,0,0
08-03-21,40-49,F,608,0,0,0,95,0,0,0
08-03-21,40-49,M,697,0,0,0,172,0,0,0
08-03-21,50-59,F,605,0,0,0,113,0,0,0
08-03-21,50-59,M,855,0,0,0,135,0,0,0
08-03-21,60-69,F,1588,0,0,0,20,0,0,0
08-03-21,60-69,M,2679,0,0,0,21,0,0,0
08-03-21,70-79,F,633,0,0,0,3,0,0,0
08-03-21,70-79,M,1130,0,0,0,2,0,0,0
08-03-21,80 and above,F,164,0,0,0,1,0,0,0
08-03-21,80 and above,M,230,0,0,0,0,0,0,0
09-03-21,0-19,F,7,0,0,0,0,0,0,0
09-03-21,0-19,M,8,0,0,0,0,0,0,0
09-03-21,20-29,F,71,0,0,0,32,0,0,0
09-03-21,20-29,M,108,0,0,0,44,0,0,0
09-03-21,30-39,F,211,0,0,0,72,0,0,0
09-03-21,30-39,M,316,0,0,0,142,0,0,0
09-03-21,40-49,F,557,0,0,0,127,0,0,0
09-03-21,40-49,M,725,1,0,0,140,0,0,0
09-03-21,50-59,F,601,0,0,0,121,0,0,0
09-03-21,50-59,M,894,0,0,0,144,0,0,0
09-03-21,60-69,F,1290,0,0,0,19,0,0,0
09-03-21,60-69,M,2335,0,0,0,36,0,0,0
09-03-21,70-79,F,487,0,0,0,1,0,0,0
09-03-21,70-79,M,871,0,0,0,0,0,0,0
09-03-21,80 and above,F,129,0,0,0,0,0,0,0
09-03-21,80 and above,M,187,0,0,0,0,0,0,0
10-03-21,0-19,F,6,0,0,0,29,0,0,0
10-03-21,0-19,M,15,0,0,0,42,0,0,0
10-03-21,20-29,F,112,0,0,0,101,0,0,0
10-03-21,20-29,M,264,0,0,0,147,0,0,0
10-03-21,30-39,F,390,0,0,0,209,0,0,0
10-03-21,30-39,M,729,0,0,0,467,0,0,0
10-03-21,40-49,F,852,0,0,0,344,0,0,0
10-03-21,40-49,M,1413,1,0,0,606,0,0,0
10-03-21,50-59,F,787,0,0,0,256,0,0,0
10-03-21,50-59,M,1760,0,0,0,504,0,0,0
10-03-21,60-69,F,1125,0,0,0,742,0,0,0
10-03-21,60-69,M,2109,0,0,0,1688,0,0,0
10-03-21,70-79,F,420,0,0,0,268,0,0,0
10-03-21,70-79,M,744,0,0,0,461,0,0,0
10-03-21,80 and above,F,111,0,0,0,67,0,0,0
10-03-21,80 and above,M,164,0,0,0,89,0,0,0
11-03-21,0-19,F,12,0,0,0,28,0,0,0
11-03-21,0-19,M,10,0,0,0,22,0,0,0
11-03-21,20-29,F,102,0,0,0,71,0,0,0
11-03-21,20-29,M,238,0,0,0,123,0,0,0
11-03-21,30-39,F,309,0,0,0,212,0,0,0
11-03-21,30-39,M,592,0,0,0,368,0,0,0
11-03-21,40-49,F,800,0,0,0,321,0,0,0
11-03-21,40-49,M,1062,0,0,0,531,0,0,0
11-03-21,50-59,F,738,0,0,0,252,0,0,0
11-03-21,50-59,M,1347,0,0,0,445,0,0,0
11-03-21,60-69,F,1053,0,0,0,808,0,0,0
11-03-21,60-69,M,1990,0,0,0,1641,0,0,0
11-03-21,70-79,F,393,0,0,0,289,0,0,0
11-03-21,70-79,M,704,0,0,0,489,0,0,0
11-03-21,80 and above,F,101,0,0,0,76,0,0,0
11-03-21,80 and above,M,146,0,0,0,87,0,0,0
12-03-21,0-19,F,9,0,0,0,43,0,0,0
12-03-21,0-19,M,9,0,0,0,56,0,0,0
12-03-21,20-29,F,120,0,0,0,315,0,0,0
12-03-21,20-29,M,189,0,0,0,407,0,0,0
12-03-21,30-39,F,301,0,0,0,331,0,0,0
12-03-21,30-39,M,490,0,0,0,558,0,0,0
12-03-21,40-49,F,821,0,0,0,401,0,0,0
12-03-21,40-49,M,1013,0,0,0,593,0,0,0
12-03-21,50-59,F,769,0,0,0,297,0,0,0
12-03-21,50-59,M,1343,0,0,0,507,0,0,0
12-03-21,60-69,F,1161,0,0,0,776,0,0,0
12-03-21,60-69,M,2109,0,0,0,1510,0,0,0
12-03-21,70-79,F,357,0,0,0,271,0,0,0
12-03-21,70-79,M,697,0,0,0,482,0,0,0
12-03-21,80 and above,F,91,0,0,0,81,0,0,0
12-03-21,80 and above,M,115,0,0,0,100,0,0,0
13-03-21,0-19,F,5,0,0,0,43,0,0,0
13-03-21,0-19,M,21,0,0,0,66,0,0,0
13-03-21,20-29,F,143,0,0,0,264,0,0,0
13-03-21,20-29,M,305,0,0,0,328,0,0,0
13-03-21,30-39,F,329,0,0,0,328,0,0,0
13-03-21,30-39,M,605,1,0,0,553,0,0,0
13-03-21,40-49,F,808,0,0,0,503,0,0,0
13-03-21,40-49,M,1073,0,0,0,692,0,0,0
13-03-21,50-59,F,639,0,0,0,320,0,0,0
13-03-21,50-59,M,1253,0,0,0,624,0,0,0
13-03-21,60-69,F,827,0,0,0,630,0,0,0
13-03-21,60-69,M,1486,0,0,0,1051,0,0,0
13-03-21,70-79,F,323,0,0,0,287,0,0,0
13-03-21,70-79,M,540,0,0,0,457,0,0,0
13-03-21,80 and above,F,97,0,0,0,90,0,0,0
13-03-21,80 and above,M,100,0,0,0,90,0,0,0
14-03-21,0-19,F,5,0,0,0,41,0,0,0
14-03-21,0-19,M,13,0,0,0,49,0,0,0
14-03-21,20-29,F,107,0,0,0,157,0,0,0
14-03-21,20-29,M,385,0,0,0,229,0,0,0
14-03-21,30-39,F,275,0,0,0,272,0,0,0
14-03-21,30-39,M,773,0,0,0,456,0,0,0
14-03-21,40-49,F,685,0,0,0,368,0,0,0
14-03-21,40-49,M,1417,0,0,0,591,0,0,0
14-03-21,50-59,F,507,0,0,0,266,0,0,0
14-03-21,50-59,M,1292,0,0,0,636,0,0,0
14-03-21,60-69,F,499,0,0,0,567,0,0,0
14-03-21,60-69,M,1267,0,0,0,1218,0,0,0
14-03-21,70-79,F,233,0,0,0,239,0,0,0
14-03-21,70-79,M,365,0,0,0,428,0,0,0
14-03-21,80 and above,F,53,0,0,0,77,0,0,0
14-03-21,80 and above,M,64,0,0,0,86,0,0,0
15-03-21,0-19,F,3,0,0,0,40,0,0,0
15-03-21,0-19,M,6,0,0,0,40,0,0,0
15-03-21,20-29,F,132,0,0,0,236,0,0,0
15-03-21,20-29,M,266,0,0,0,238,0,0,0
15-03-21,30-39,F,390,0,0,0,313,0,0,0
15-03-21,30-39,M,571,0,0,0,559,0,0,0
15-03-21,40-49,F,918,0,0,0,375,0,0,0
15-03-21,40-49,M,992,0,0,0,602,0,0,0
15-03-21,50-59,F,715,0,0,0,297,0,0,0
15-03-21,50-59,M,1276,0,0,0,600,0,0,0
15-03-21,60-69,F,954,0,0,0,709,0,0,0
15-03-21,60-69,M,1698,0,0,0,1489,0,0,0
15-03-21,70-79,F,297,0,0,0,263,0,0,0
15-03-21,70-79,M,592,0,0,0,465,0,0,0
15-03-21,80 and above,F,63,0,0,0,82,0,0,0
15-03-21,80 and above,M,93,0,0,0,89,0,0,0
16-03-21,0-19,F,10,0,0,0,42,0,0,0
16-03-21,0-19,M,7,0,0,0,58,0,0,0
16-03-21,20-29,F,131,0,0,0,330,0,0,0
16-03-21,20-29,M,228,0,0,0,530,0,0,0
16-03-21,30-39,F,615,0,0,0,819,0,0,0
16-03-21,30-39,M,622,0,0,0,1550,0,0,0
16-03-21,40-49,F,1298,0,0,0,1021,0,0,0
16-03-21,40-49,M,1099,0,0,0,1851,0,0,0
16-03-21,50-59,F,1165,0,0,0,801,0,0,0
16-03-21,50-59,M,1595,0,0,0,1811,0,0,0
16-03-21,60-69,F,891,0,0,0,1025,0,0,0
16-03-21,60-69,M,1583,0,0,0,2048,0,0,0
16-03-21,70-79,F,275,0,0,0,335,0,0,0
16-03-21,70-79,M,551,0,0,0,662,0,0,0
16-03-21,80 and above,F,71,0,0,0,114,0,0,0
16-03-21,80 and above,M,87,0,0,0,102,0,0,0
17-03-21,0-19,F,12,0,0,0,45,0,0,0
17-03-21,0-19,M,9,0,0,0,67,0,0,0
17-03-21,20-29,F,214,0,0,0,299,0,0,0
17-03-21,20-29,M,245,0,0,0,482,0,0,0
17-03-21,30-39,F,1128,1,0,0,712,0,0,0
17-03-21,30-39,M,1087,0,0,0,1160,0,0,0
17-03-21,40-49,F,1828,0,0,0,923,0,0,0
17-03-21,40-49,M,1665,0,0,0,1506,0,0,0
17-03-21,50-59,F,1657,0,0,0,720,0,0,0
17-03-21,50-59,M,2311,0,0,0,1477,0,0,0
17-03-21,60-69,F,775,0,0,0,961,0,0,0
17-03-21,60-69,M,1401,0,0,0,1827,0,0,0
17-03-21,70-79,F,263,0,0,0,352,0,0,0
17-03-21,70-79,M,483,0,0,0,616,0,0,0
17-03-21,80 and above,F,65,0,0,0,96,0,0,0
17-03-21,80 and above,M,104,0,0,0,109,0,0,0
18-03-21,0-19,F,13,0,0,0,29,0,0,0
18-03-21,0-19,M,10,0,0,0,51,0,0,0
18-03-21,20-29,F,203,0,0,0,320,0,0,0
18-03-21,20-29,M,262,1,0,0,446,0,0,0
18-03-21,30-39,F,1014,0,0,0,727,0,0,0
18-03-21,30-39,M,863,0,0,0,1103,0,0,0
18-03-21,40-49,F,1763,0,0,0,944,0,0,0
18-03-21,40-49,M,1389,0,0,0,1396,0,0,0
18-03-21,50-59,F,1468,0,0,0,651,0,0,0
18-03-21,50-59,M,1965,0,0,0,1294,0,0,0
18-03-21,60-69,F,777,0,0,0,1005,0,0,0
18-03-21,60-69,M,1313,0,0,0,1734,0,0,0
18-03-21,70-79,F,211,0,0,0,326,0,0,0
18-03-21,70-79,M,474,0,0,0,569,0,0,0
18-03-21,80 and above,F,53,0,0,0,78,0,0,0
18-03-21,80 and above,M,70,0,0,0,105,0,0,0
19-03-21,0-19,F,11,0,0,0,165,0,0,0
19-03-21,0-19,M,9,0,0,0,184,0,0,0
19-03-21,20-29,F,208,0,0,0,412,0,0,0
19-03-21,20-29,M,250,0,0,0,465,0,0,0
19-03-21,30-39,F,1098,0,0,0,1567,0,0,0
19-03-21,30-39,M,883,0,0,0,2122,0,0,0
19-03-21,40-49,F,1730,0,0,0,1897,0,0,0
19-03-21,40-49,M,1381,0,0,0,2534,0,0,0
19-03-21,50-59,F,1512,0,0,0,1323,0,0,0
19-03-21,50-59,M,1961,0,0,0,2092,0,0,0
19-03-21,60-69,F,709,0,0,0,794,0,0,0
19-03-21,60-69,M,1246,0,0,0,1314,0,0,0
19-03-21,70-79,F,214,0,0,0,293,0,0,0
19-03-21,70-79,M,433,0,0,0,484,0,0,0
19-03-21,80 and above,F,60,0,0,0,81,0,0,0
19-03-21,80 and above,M,90,0,0,0,82,0,0,0
20-03-21,0-19,F,15,0,0,0,103,0,0,0
20-03-21,0-19,M,19,0,0,0,143,0,0,0
20-03-21,20-29,F,266,0,0,0,399,0,0,0
20-03-21,20-29,M,344,0,0,0,466,0,0,0
20-03-21,30-39,F,1095,0,0,0,1575,0,0,0
20-03-21,30-39,M,1081,0,0,0,1973,0,0,0
20-03-21,40-49,F,1644,0,0,0,1901,0,0,0
20-03-21,40-49,M,1545,0,0,0,2265,0,0,0
20-03-21,50-59,F,1302,0,0,0,1349,0,0,0
20-03-21,50-59,M,1802,0,0,0,1919,0,0,0
20-03-21,60-69,F,596,0,0,0,774,0,0,0
20-03-21,60-69,M,910,0,0,0,1145,0,0,0
20-03-21,70-79,F,231,0,0,0,358,0,0,0
20-03-21,70-79,M,345,0,0,0,475,0,0,0
20-03-21,80 and above,F,61,0,0,0,103,0,0,0
20-03-21,80 and above,M,69,0,0,0,95,0,0,0
21-03-21,0-19,F,6,0,0,0,116,0,0,0
21-03-21,0-19,M,14,0,0,0,132,0,0,0
21-03-21,20-29,F,149,0,0,0,374,0,0,0
21-03-21,20-29,M,384,0,0,0,438,0,0,0
21-03-21,30-39,F,701,0,0,0,1728,0,0,0
21-03-21,30-39,M,995,0,0,0,2065,0,0,0
21-03-21,40-49,F,1272,0,0,0,1813,0,0,0
21-03-21,40-49,M,1482,0,0,0,2424,0,0,0
21-03-21,50-59,F,826,0,0,0,1203,0,0,0
21-03-21,50-59,M,1530,0,0,0,1980,0,0,0
21-03-21,60-69,F,404,0,0,0,558,0,0,0
21-03-21,60-69,M,875,0,0,0,1098,0,0,0
21-03-21,70-79,F,135,0,0,0,298,0,0,0
21-03-21,70-79,M,241,0,0,0,386,0,0,0
21-03-21,80 and above,F,27,0,0,0,56,0,0,0
21-03-21,80 and above,M,43,0,0,0,67,0,0,0
22-03-21,0-19,F,5,0,0,0,82,0,0,0
22-03-21,0-19,M,9,0,0,0,91,0,0,0
22-03-21,20-29,F,170,0,0,0,378,0,0,0
22-03-21,20-29,M,192,0,0,0,432,0,0,0
22-03-21,30-39,F,857,0,0,0,1733,0,0,0
22-03-21,30-39,M,703,1,0,0,2007,1,0,0
22-03-21,40-49,F,1522,0,0,0,1941,0,0,0
22-03-21,40-49,M,1088,10,0,0,2257,0,0,0
22-03-21,50-59,F,1246,1,0,0,1378,0,0,0
22-03-21,50-59,M,1665,10,0,0,2101,0,0,0
22-03-21,60-69,F,681,5,0,0,719,0,0,0
22-03-21,60-69,M,1192,7,0,0,1212,0,0,0
22-03-21,70-79,F,247,1,0,0,231,0,0,0
22-03-21,70-79,M,416,7,0,0,392,0,0,0
22-03-21,80 and above,F,49,0,0,0,57,0,0,0
22-03-21,80 and above,M,86,0,0,0,73,0,0,0
23-03-21,0-19,F,7,0,0,0,100,0,0,0
23-03-21,0-19,M,9,1,0,0,92,0,0,0
23-03-21,20-29,F,175,3,0,0,386,0,0,0
23-03-21,20-29,M,206,4,0,0,380,0,0,0
23-03-21,30-39,F,720,9,0,0,1738,0,0,0
23-03-21,30-39,M,572,26,0,0,1884,0,0,0
23-03-21,40-49,F,1370,18,0,0,1993,0,0,0
23-03-21,40-49,M,957,51,0,0,2110,0,0,0
23-03-21,50-59,F,1100,15,0,0,1382,0,0,0
23-03-21,50-59,M,1429,66,0,0,1999,0,0,0
23-03-21,60-69,F,657,43,0,0,686,0,0,0
23-03-21,60-69,M,1180,107,0,0,1059,0,0,0
23-03-21,70-79,F,171,20,0,0,186,0,0,0
23-03-21,70-79,M,380,21,0,0,325,0,0,0
23-03-21,80 and above,F,33,5,0,0,44,0,0,0
23-03-21,80 and above,M,51,6,0,0,56,0,0,0
24-03-21,0-19,F,3,0,0,0,1,0,0,0
24-03-21,0-19,M,7,0,0,0,3,0,0,0
24-03-21,20-29,F,166,0,0,0,19,0,0,0
24-03-21,20-29,M,230,0,0,0,18,0,0,0
24-03-21,30-39,F,749,0,0,0,157,0,0,0
24-03-21,30-39,M,543,2,0,0,163,0,0,0
24-03-21,40-49,F,1334,4,0,0,180,0,0,0
24-03-21,40-49,M,982,7,0,0,211,0,0,0
24-03-21,50-59,F,1020,7,0,0,85,0,0,0
24-03-21,50-59,M,1309,4,0,0,118,0,0,0
24-03-21,60-69,F,580,4,0,0,35,0,0,0
24-03-21,60-69,M,1081,2,0,0,55,0,0,0
24-03-21,70-79,F,176,0,0,0,11,0,0,0
24-03-21,70-79,M,363,2,0,0,16,0,0,0
24-03-21,80 and above,F,47,0,0,0,4,0,0,0
24-03-21,80 and above,M,72,0,0,0,5,0,0,0
25-03-21,0-19,F,11,0,0,0,0,0,0,0
25-03-21,0-19,M,16,0,0,0,0,0,0,0
25-03-21,20-29,F,169,0,0,0,0,0,0,0
25-03-21,20-29,M,214,1,0,0,0,0,0,0
25-03-21,30-39,F,734,0,0,0,0,0,0,0
25-03-21,30-39,M,529,3,0,0,0,0,0,0
25-03-21,40-49,F,1324,3,0,0,0,0,0,0
25-03-21,40-49,M,895,4,0,0,0,0,0,0
25-03-21,50-59,F,1002,3,0,0,0,0,0,0
25-03-21,50-59,M,1257,7,0,0,0,0,0,0
25-03-21,60-69,F,492,1,0,0,0,0,0,0
25-03-21,60-69,M,957,3,0,0,0,0,0,0
25-03-21,70-79,F,181,1,0,0,0,0,0,0
25-03-21,70-79,M,316,2,0,0,0,0,0,0
25-03-21,80 and above,F,41,0,0,0,0,0,0,0
25-03-21,80 and above,M,54,0,0,0,0,0,0,0
26-03-21,0-19,F,12,10,0,0,0,0,0,0
26-03-21,0-19,M,9,6,0,0,0,0,0,0
26-03-21,20-29,F,211,38,0,0,0,0,0,0
26-03-21,20-29,M,270,39,0,0,0,0,0,0
26-03-21,30-39,F,790,84,0,0,0,0,0,0
26-03-21,30-39,M,550,124,0,0,0,0,0,0
26-03-21,40-49,F,1355,260,0,0,0,0,0,0
26-03-21,40-49,M,933,349,0,0,0,0,0,0
26-03-21,50-59,F,1045,265,0,0,0,0,0,0
26-03-21,50-59,M,1223,462,0,0,0,0,0,0
26-03-21,60-69,F,567,813,0,0,0,0,0,0
26-03-21,60-69,M,928,1756,0,0,0,0,0,0
26-03-21,70-79,F,188,304,0,0,0,0,0,0
26-03-21,70-79,M,338,450,0,0,0,0,0,0
26-03-21,80 and above,F,41,123,0,0,0,0,0,0
26-03-21,80 and above,M,59,115,0,0,0,0,0,0
